id,identity,Survived,is_elite
1_3,"{'ancestor_count': 0, 'ancestor_ids': [], 'birth_generation': 1, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '1_3', 'origin': '(none)'}",0.7236065573770493,True
2_7,"{'ancestor_count': 1, 'ancestor_ids': ['1_3', '1_3'], 'birth_generation': 2, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '2_7', 'origin': '1_3~CUW~1_3#MGNP'}",0.7236065573770493,True
2_8,"{'ancestor_count': 1, 'ancestor_ids': ['1_3', '1_3'], 'birth_generation': 2, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '2_8', 'origin': '1_3~CUW~1_3#MGNP'}",0.7236065573770493,True
3_6,"{'ancestor_count': 2, 'ancestor_ids': ['1_3', '2_7'], 'birth_generation': 3, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '3_6', 'origin': '1_3~CUW~2_7#MGNP'}",0.7236065573770493,True
3_7,"{'ancestor_count': 2, 'ancestor_ids': ['2_7', '1_3'], 'birth_generation': 3, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '3_7', 'origin': '2_7~CUW~1_3#MGNP'}",0.7236065573770493,True
7_6,"{'ancestor_count': 2, 'ancestor_ids': ['2_7', '1_3'], 'birth_generation': 7, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '7_6', 'origin': '2_7~CUW~1_3#MGNP'}",0.7224043715846994,False
7_7,"{'ancestor_count': 1, 'ancestor_ids': ['1_3', '1_3'], 'birth_generation': 7, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '7_7', 'origin': '1_3~CUW~1_3#MGNP'}",0.7236065573770493,False
7_8,"{'ancestor_count': 2, 'ancestor_ids': ['2_7', '2_7'], 'birth_generation': 7, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '7_8', 'origin': '2_7~CUW~2_7#MGNP'}",0.7236065573770493,False
7_9,"{'ancestor_count': 1, 'ancestor_ids': ['1_3', '1_3'], 'birth_generation': 7, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '7_9', 'origin': '1_3~CUW~1_3#MGNP'}",0.7236065573770493,False
7_10,"{'ancestor_count': 2, 'ancestor_ids': ['1_3', '2_7'], 'birth_generation': 7, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '7_10', 'origin': '1_3~CUW~2_7#MGNP'}",0.7236065573770493,False
